timestamp,soil_moisture,temperature,humidity,hour,dry_rate,previous_irrigation,pump_runtime,fan_state
2026-03-13 03:17:34.450683,27.45,30.6,44,3,-0.39000000000000057,0,0,0
2026-03-13 03:17:51.161896,27.45,30.5,44,3,0.0,0,0,0
2026-03-13 03:18:07.705067,27.45,30.4,44,3,0.0,0,0,0
2026-03-13 03:18:24.369605,27.06,30.4,44,3,0.39000000000000057,0,0,0
2026-03-13 03:18:41.973103,27.45,30.1,44,3,-0.39000000000000057,0,0,0
2026-03-13 03:18:58.597719,27.45,30.5,44,3,0.0,0,0,0
2026-03-13 03:19:14.966784,27.45,30.0,44,3,0.0,0,0,0
2026-03-13 03:19:31.839479,27.06,30.0,44,3,0.39000000000000057,0,0,0
2026-03-13 03:19:49.170851,27.06,30.0,44,3,0.0,0,0,0
2026-03-13 03:20:05.852204,27.06,30.8,44,3,0.0,0,0,0
2026-03-13 03:20:22.453060,27.06,30.6,44,3,0.0,0,0,0
2026-03-13 03:20:39.067740,27.06,30.6,44,3,0.0,0,0,0
2026-03-13 03:20:56.690751,27.06,30.6,44,3,0.0,0,0,0
2026-03-13 03:21:14.294107,27.06,30.6,44,3,0.0,0,0,0
2026-03-13 03:21:31.896192,27.06,30.6,44,3,0.0,0,0,0
2026-03-13 03:21:49.473621,27.06,30.6,44,3,0.0,0,0,0
2026-03-13 03:22:07.395003,27.06,30.6,44,3,0.0,0,0,0
2026-03-13 03:22:25.085890,27.06,30.6,44,3,0.0,0,0,0
2026-03-13 03:22:42.617738,27.06,30.6,44,3,0.0,0,0,0
2026-03-13 03:23:00.218358,27.45,30.6,44,3,-0.39000000000000057,0,0,0
2026-03-13 03:23:17.819167,27.45,30.9,44,3,0.0,0,0,0
2026-03-13 03:23:34.448787,27.45,30.9,44,3,0.0,0,0,0
2026-03-13 03:23:51.816735,27.45,30.4,44,3,0.0,0,0,0
2026-03-13 03:24:08.372732,27.45,30.1,44,3,0.0,0,0,0
2026-03-13 03:24:25.016722,27.45,30.9,44,3,0.0,0,0,0
2026-03-13 03:24:41.735788,27.45,30.2,44,3,0.0,0,0,0
2026-03-13 03:24:58.269451,27.45,30.8,44,3,0.0,0,0,0
2026-03-13 03:25:14.612729,27.45,30.3,44,3,0.0,0,0,0
2026-03-13 03:25:31.248733,27.45,30.1,44,3,0.0,0,0,0
2026-03-13 03:25:48.216728,27.45,30.2,44,3,0.0,0,0,0
2026-03-13 03:26:04.528732,27.45,30.2,44,3,0.0,0,0,0
2026-03-13 03:26:22.776736,27.45,30.2,44,3,0.0,0,0,0
2026-03-13 03:26:40.358160,27.45,30.4,44,3,0.0,0,0,0
2026-03-13 03:26:57.557140,27.45,30.6,44,3,0.0,0,0,0
2026-03-13 03:27:13.981740,27.45,30.4,44,3,0.0,0,0,0
2026-03-13 03:27:30.944722,27.45,30.3,44,3,0.0,0,0,0
2026-03-13 03:27:47.584150,27.45,30.3,44,3,0.0,0,0,0
2026-03-13 03:28:05.184729,27.45,30.2,44,3,0.0,0,0,0
2026-03-13 03:28:21.820741,27.45,30.2,44,3,0.0,0,0,0
2026-03-13 03:28:38.460735,27.45,30.5,44,3,0.0,0,0,0
2026-03-13 03:28:55.168737,27.45,30.3,44,3,0.0,0,0,0
2026-03-13 03:29:11.731164,27.45,30.5,44,3,0.0,0,0,0
2026-03-13 03:29:28.376737,27.45,30.8,44,3,0.0,0,0,0
2026-03-13 03:29:45.022718,27.45,30.2,44,3,0.0,0,0,0
2026-03-13 03:30:01.662222,27.45,30.1,44,3,0.0,0,0,0
2026-03-13 03:30:17.983516,27.45,30.3,44,3,0.0,0,0,0
2026-03-13 03:30:34.624109,27.45,30.1,44,3,0.0,0,0,0
2026-03-13 03:30:51.263488,27.45,30.0,44,3,0.0,0,0,0
2026-03-13 03:31:07.888904,27.45,30.0,44,3,0.0,0,0,0
2026-03-13 03:31:25.524727,27.45,30.8,44,3,0.0,0,0,0
2026-03-13 03:31:42.136727,27.45,30.3,44,3,0.0,0,0,0
2026-03-13 03:31:59.100728,27.45,30.3,44,3,0.0,0,0,0
2026-03-13 03:32:16.700731,27.45,30.8,44,3,0.0,0,0,0
2026-03-13 03:32:33.340730,27.45,30.4,44,3,0.0,0,0,0
2026-03-13 03:32:49.978111,27.45,30.2,44,3,0.0,0,0,0
2026-03-13 03:33:06.584714,27.45,30.2,44,3,0.0,0,0,0
2026-03-13 03:33:23.404718,27.45,30.2,44,3,0.0,0,0,0
2026-03-13 03:33:39.896735,27.45,30.7,44,3,0.0,0,0,0
2026-03-13 03:33:56.216739,27.45,30.3,44,3,0.0,0,0,0
2026-03-13 03:34:13.256720,27.45,30.0,44,3,0.0,0,0,0
2026-03-13 03:34:29.824732,27.45,30.0,44,3,0.0,0,0,0
